,pathway_accession,mapped_ids,pathway,components,subfamilies,associated_sequence,hugo_gene
1460,P00049,MOUSE|MGI=MGI=104883|UniProtKB=O70435,Parkinson disease,37,216,1090,Psma3
1461,P00049,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,Parkinson disease,37,216,1090,Mapk9
1462,P00049,MOUSE|MGI=MGI=1858210|UniProtKB=O70439,Parkinson disease,37,216,1090,Stx7
1463,P00049,MOUSE|MGI=MGI=88537|UniProtKB=P41241,Parkinson disease,37,216,1090,Csk
1464,P00049,MOUSE|MGI=MGI=109194|UniProtKB=P68510,Parkinson disease,37,216,1090,Ywhah
1465,P00049,MOUSE|MGI=MGI=1345192|UniProtKB=Q9WVJ2,Parkinson disease,37,216,1090,Psmd13
1466,P00049,MOUSE|MGI=MGI=894689|UniProtKB=P62259,Parkinson disease,37,216,1090,Ywhae
1467,P00049,MOUSE|MGI=MGI=2144023|UniProtKB=Q5SRY7,Parkinson disease,37,216,1090,Fbxw11
1468,P00049,MOUSE|MGI=MGI=95835|UniProtKB=P20029,Parkinson disease,37,216,1090,Hspa5
1469,P00049,MOUSE|MGI=MGI=1918995|UniProtKB=Q9D4H8,Parkinson disease,37,216,1090,Cul2
1470,P00049,MOUSE|MGI=MGI=87940|UniProtKB=Q99MK8,Parkinson disease,37,216,1090,Grk2
1471,P00049,MOUSE|MGI=MGI=1891831|UniProtKB=O70456,Parkinson disease,37,216,1090,Sfn
1472,P00049,MOUSE|MGI=MGI=1931027|UniProtKB=Q9ER00,Parkinson disease,37,216,1090,Stx12
1473,P00049,MOUSE|MGI=MGI=96756|UniProtKB=P06240,Parkinson disease,37,216,1090,Lck
1474,P00049,MOUSE|MGI=MGI=2660884|UniProtKB=Q8BTH8,Parkinson disease,37,216,1090,Csnk1g1
1475,P00049,MOUSE|MGI=MGI=103197|UniProtKB=P49718,Parkinson disease,37,216,1090,Mcm5
1476,P00049,MOUSE|MGI=MGI=1309463|UniProtKB=Q8BM72,Parkinson disease,37,216,1090,Hspa13
1477,P00049,MOUSE|MGI=MGI=88547|UniProtKB=O54833,Parkinson disease,37,216,1090,Csnk2a2
1478,P00049,MOUSE|MGI=MGI=1858916|UniProtKB=P42209,Parkinson disease,37,216,1090,Septin1
1479,P00049,MOUSE|MGI=MGI=95602|UniProtKB=P39688,Parkinson disease,37,216,1090,Fyn
1480,P00049,MOUSE|MGI=MGI=107637|UniProtKB=P70195,Parkinson disease,37,216,1090,Psmb7
1481,P00049,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,Parkinson disease,37,216,1090,Mapk3
1482,P00049,MOUSE|MGI=MGI=1891917|UniProtKB=Q9CQV8,Parkinson disease,37,216,1090,Ywhab
1483,P00049,MOUSE|MGI=MGI=1891731|UniProtKB=Q9WUD1,Parkinson disease,37,216,1090,Stub1
1484,P00049,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,Parkinson disease,37,216,1090,Mapk1
1485,P00049,MOUSE|MGI=MGI=1934950|UniProtKB=Q8BK63,Parkinson disease,37,216,1090,Csnk1a1
1486,P00049,MOUSE|MGI=MGI=97298|UniProtKB=P42208,Parkinson disease,37,216,1090,Septin2
1487,P00049,MOUSE|MGI=MGI=1353568|UniProtKB=Q9ER39,Parkinson disease,37,216,1090,Tor1a
1488,P00049,MOUSE|MGI=MGI=1346865|UniProtKB=P47811,Parkinson disease,37,216,1090,Mapk14
1489,P00049,MOUSE|MGI=MGI=108109|UniProtKB=P61982,Parkinson disease,37,216,1090,Ywhag
1490,P00049,MOUSE|MGI=MGI=1920014|UniProtKB=Q8BVP5,Parkinson disease,37,216,1090,Csnk1g2
1491,P00049,MOUSE|MGI=MGI=2153608|UniProtKB=Q6P073,Parkinson disease,37,216,1090,Ube2j2
1492,P00049,MOUSE|MGI=MGI=96892|UniProtKB=P25911,Parkinson disease,37,216,1090,Lyn
1493,P00049,MOUSE|MGI=MGI=1914500|UniProtKB=Q9QZU9,Parkinson disease,37,216,1090,Ube2l6
1494,P00049,MOUSE|MGI=MGI=88316|UniProtKB=Q61457,Parkinson disease,37,216,1090,Ccne1
1495,P00049,MOUSE|MGI=MGI=1917675|UniProtKB=Q8C4X2,Parkinson disease,37,216,1090,Csnk1g3
1496,P00049,MOUSE|MGI=MGI=1353596|UniProtKB=Q8R1J9,Parkinson disease,37,216,1090,Tor2a
1497,P00049,MOUSE|MGI=MGI=96245|UniProtKB=P38647,Parkinson disease,37,216,1090,Hspa9
1498,P00049,MOUSE|MGI=MGI=891963|UniProtKB=P68254,Parkinson disease,37,216,1090,Ywhaq
1499,P00049,MOUSE|MGI=MGI=96243|UniProtKB=P17156,Parkinson disease,37,216,1090,Hspa2
1500,P00049,MOUSE|MGI=MGI=1347005|UniProtKB=Q9R1P4,Parkinson disease,37,216,1090,Psma1
1501,P00049,MOUSE|MGI=MGI=104885|UniProtKB=P49722,Parkinson disease,37,216,1090,Psma2
1502,P00049,MOUSE|MGI=MGI=1329034|UniProtKB=Q9Z238,Parkinson disease,37,216,1090,Ccne2
1503,P00049,MOUSE|MGI=MGI=1349658|UniProtKB=Q9WTX6,Parkinson disease,37,216,1090,Cul1
1504,P00049,MOUSE|MGI=MGI=1343188|UniProtKB=P60605,Parkinson disease,37,216,1090,Ube2g2
1505,P00049,MOUSE|MGI=MGI=1347014|UniProtKB=Q9R1P1,Parkinson disease,37,216,1090,Psmb3
1506,P00049,MOUSE|MGI=MGI=2140494|UniProtKB=Q8R3G1,Parkinson disease,37,216,1090,Ppp1r8
1507,P00049,MOUSE|MGI=MGI=1347060|UniProtKB=Q9R1P0,Parkinson disease,37,216,1090,Psma4
1508,P00049,MOUSE|MGI=MGI=1355272|UniProtKB=Q9DC28,Parkinson disease,37,216,1090,Csnk1d
1509,P00049,MOUSE|MGI=MGI=1347009|UniProtKB=Q9Z2U1,Parkinson disease,37,216,1090,Psma5
1510,P00049,MOUSE|MGI=MGI=109484|UniProtKB=P63101,Parkinson disease,37,216,1090,Ywhaz
1511,P00049,MOUSE|MGI=MGI=99517|UniProtKB=P17879,Parkinson disease,37,216,1090,Hspa1b
1512,P00049,MOUSE|MGI=MGI=1096380|UniProtKB=O35955,Parkinson disease,37,216,1090,Psmb10
1513,P00049,MOUSE|MGI=MGI=88543|UniProtKB=Q60737,Parkinson disease,37,216,1090,Csnk2a1
1514,P00049,MOUSE|MGI=MGI=1347006|UniProtKB=Q9QUM9,Parkinson disease,37,216,1090,Psma6
1515,P00049,MOUSE|MGI=MGI=88548|UniProtKB=P67871,Parkinson disease,37,216,1090,Csnk2b
1516,P00049,MOUSE|MGI=MGI=104884|UniProtKB=O09061,Parkinson disease,37,216,1090,Psmb1
1517,P00049,MOUSE|MGI=MGI=1920150|UniProtKB=Q9D6J6,Parkinson disease,37,216,1090,Ndufv2
1518,P00049,MOUSE|MGI=MGI=96244|UniProtKB=Q61696,Parkinson disease,37,216,1090,Hspa1a
1519,P00049,MOUSE|MGI=MGI=105384|UniProtKB=P63017,Parkinson disease,37,216,1090,Hspa8
1520,P00049,MOUSE|MGI=MGI=1351660|UniProtKB=Q9JMK2,Parkinson disease,37,216,1090,Csnk1e
1521,P04379,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Beta3 adrenergic receptor signaling pathway,4,45,246,Vamp2
1522,P04379,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Beta3 adrenergic receptor signaling pathway,4,45,246,Gngt2
1523,P04379,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Beta3 adrenergic receptor signaling pathway,4,45,246,Gnb2
1524,P04379,MOUSE|MGI=MGI=109356|UniProtKB=O09044,Beta3 adrenergic receptor signaling pathway,4,45,246,Snap23
1525,P04379,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,Beta3 adrenergic receptor signaling pathway,4,45,246,Vamp3
1526,P04379,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Beta3 adrenergic receptor signaling pathway,4,45,246,Gng5
1527,P04379,MOUSE|MGI=MGI=1914724|UniProtKB=Q9ERB0,Beta3 adrenergic receptor signaling pathway,4,45,246,Snap29
1528,P04379,MOUSE|MGI=MGI=95777|UniProtKB=Q6R0H7,Beta3 adrenergic receptor signaling pathway,4,45,246,Gnas
1529,P04379,MOUSE|MGI=MGI=104581|UniProtKB=P29387,Beta3 adrenergic receptor signaling pathway,4,45,246,Gnb4
1530,P04379,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Beta3 adrenergic receptor signaling pathway,4,45,246,Gnb1
1531,P04379,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Beta3 adrenergic receptor signaling pathway,4,45,246,Gng10
1532,P04379,MOUSE|MGI=MGI=98510|UniProtKB=P15806,Beta3 adrenergic receptor signaling pathway,4,45,246,Tcf3
1533,P04379,MOUSE|MGI=MGI=2137219|UniProtKB=Q99N93,Beta3 adrenergic receptor signaling pathway,4,45,246,Mrpl16
1534,P04379,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Beta3 adrenergic receptor signaling pathway,4,45,246,Gng2
1535,P04379,MOUSE|MGI=MGI=102891|UniProtKB=P51829,Beta3 adrenergic receptor signaling pathway,4,45,246,Adcy7
1536,P04379,MOUSE|MGI=MGI=1336882|UniProtKB=O70404,Beta3 adrenergic receptor signaling pathway,4,45,246,Vamp8
1537,P00046,MOUSE|MGI=MGI=2442191|UniProtKB=Q8BFV3,Oxidative stress response,20,80,343,Dusp4
1538,P00046,MOUSE|MGI=MGI=1346865|UniProtKB=P47811,Oxidative stress response,20,80,343,Mapk14
1539,P00046,MOUSE|MGI=MGI=894279|UniProtKB=Q8CDB0,Oxidative stress response,20,80,343,Mknk2
1540,P00046,MOUSE|MGI=MGI=96646|UniProtKB=P05627,Oxidative stress response,20,80,343,Jun
1541,P00046,MOUSE|MGI=MGI=88138|UniProtKB=P10417,Oxidative stress response,20,80,343,Bcl2
1542,P00046,MOUSE|MGI=MGI=105120|UniProtKB=P28563,Oxidative stress response,20,80,343,Dusp1
1543,P00046,MOUSE|MGI=MGI=1913276|UniProtKB=Q9JI78,Oxidative stress response,20,80,343,Ngly1
1544,P00046,MOUSE|MGI=MGI=97250|UniProtKB=P01108,Oxidative stress response,20,80,343,Myc
1545,P00046,MOUSE|MGI=MGI=101911|UniProtKB=Q05922,Oxidative stress response,20,80,343,Dusp2
1546,P00046,MOUSE|MGI=MGI=103063|UniProtKB=P42225,Oxidative stress response,20,80,343,Stat1
1547,P00046,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,Oxidative stress response,20,80,343,Mapk9
1548,P00046,MOUSE|MGI=MGI=109247|UniProtKB=P35639,Oxidative stress response,20,80,343,Ddit3
1549,P00046,MOUSE|MGI=MGI=1890614|UniProtKB=Q9D0T2,Oxidative stress response,20,80,343,Dusp12
1550,P00046,MOUSE|MGI=MGI=1927168|UniProtKB=Q9JLY7,Oxidative stress response,20,80,343,Dusp14
1551,P00046,MOUSE|MGI=MGI=1927070|UniProtKB=Q9ESS0,Oxidative stress response,20,80,343,Dusp10
1552,P00046,MOUSE|MGI=MGI=1346868|UniProtKB=O09110,Oxidative stress response,20,80,343,Map2k3
1553,P00046,MOUSE|MGI=MGI=1860078|UniProtKB=Q8CDN6,Oxidative stress response,20,80,343,Txnl1
1554,P00046,MOUSE|MGI=MGI=96921|UniProtKB=P28574,Oxidative stress response,20,80,343,Max
1555,P00046,MOUSE|MGI=MGI=1915332|UniProtKB=Q8K4T5,Oxidative stress response,20,80,343,Dusp19
1556,P00046,MOUSE|MGI=MGI=1346875|UniProtKB=O08648,Oxidative stress response,20,80,343,Map3k4
1557,P00046,MOUSE|MGI=MGI=2685183|UniProtKB=Q1HL35,Oxidative stress response,20,80,343,Dusp5
1558,P00046,MOUSE|MGI=MGI=1914853|UniProtKB=Q9DBB1,Oxidative stress response,20,80,343,Dusp6
1559,P00046,MOUSE|MGI=MGI=1891150|UniProtKB=Q60969,Oxidative stress response,20,80,343,Styx
1560,P00046,MOUSE|MGI=MGI=894316|UniProtKB=O08605,Oxidative stress response,20,80,343,Mknk1
1561,P00046,MOUSE|MGI=MGI=1346869|UniProtKB=P47809,Oxidative stress response,20,80,343,Map2k4
1562,P00046,MOUSE|MGI=MGI=99532|UniProtKB=Q60929,Oxidative stress response,20,80,343,Mef2a
1563,P00046,MOUSE|MGI=MGI=1917936|UniProtKB=Q6PCP3,Oxidative stress response,20,80,343,Dusp16
1564,P00046,MOUSE|MGI=MGI=109349|UniProtKB=P16951,Oxidative stress response,20,80,343,Atf2
1565,P00046,MOUSE|MGI=MGI=1915926|UniProtKB=Q99N11,Oxidative stress response,20,80,343,Dusp22
1566,P00046,MOUSE|MGI=MGI=98874|UniProtKB=P10639,Oxidative stress response,20,80,343,Txn
1567,P02728,MOUSE|MGI=MGI=88090|UniProtKB=P16460,Arginine biosynthesis,9,21,172,Ass1
1568,P02728,MOUSE|MGI=MGI=88084|UniProtKB=Q91YI0,Arginine biosynthesis,9,21,172,Asl
1569,P02728,MOUSE|MGI=MGI=1916969|UniProtKB=B2RQC6,Arginine biosynthesis,9,21,172,Cad
1570,P05915,MOUSE|MGI=MGI=1313277|UniProtKB=P63044,Opioid proenkephalin pathway,11,53,287,Vamp2
1571,P05915,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Opioid proenkephalin pathway,11,53,287,Gngt2
1572,P05915,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Opioid proenkephalin pathway,11,53,287,Gnb2
1573,P05915,MOUSE|MGI=MGI=109356|UniProtKB=O09044,Opioid proenkephalin pathway,11,53,287,Snap23
1574,P05915,MOUSE|MGI=MGI=1321389|UniProtKB=P63024,Opioid proenkephalin pathway,11,53,287,Vamp3
1575,P05915,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Opioid proenkephalin pathway,11,53,287,Gng5
1576,P05915,MOUSE|MGI=MGI=1914724|UniProtKB=Q9ERB0,Opioid proenkephalin pathway,11,53,287,Snap29
1577,P05915,MOUSE|MGI=MGI=95772|UniProtKB=P08752,Opioid proenkephalin pathway,11,53,287,Gnai2
1578,P05915,MOUSE|MGI=MGI=104581|UniProtKB=P29387,Opioid proenkephalin pathway,11,53,287,Gnb4
1579,P05915,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Opioid proenkephalin pathway,11,53,287,Gnb1
1580,P05915,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Opioid proenkephalin pathway,11,53,287,Gng10
1581,P05915,MOUSE|MGI=MGI=95773|UniProtKB=Q9DC51,Opioid proenkephalin pathway,11,53,287,Gnai3
1582,P05915,MOUSE|MGI=MGI=98510|UniProtKB=P15806,Opioid proenkephalin pathway,11,53,287,Tcf3
1583,P05915,MOUSE|MGI=MGI=104629|UniProtKB=P22005,Opioid proenkephalin pathway,11,53,287,Penk
1584,P05915,MOUSE|MGI=MGI=2137219|UniProtKB=Q99N93,Opioid proenkephalin pathway,11,53,287,Mrpl16
1585,P05915,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Opioid proenkephalin pathway,11,53,287,Gng2
1586,P05915,MOUSE|MGI=MGI=102891|UniProtKB=P51829,Opioid proenkephalin pathway,11,53,287,Adcy7
1587,P05915,MOUSE|MGI=MGI=1336882|UniProtKB=O70404,Opioid proenkephalin pathway,11,53,287,Vamp8
1588,P04386,MOUSE|MGI=MGI=108025|UniProtKB=P12367,Histamine H2 receptor mediated signaling pathway,4,42,221,Prkar2a
1589,P04386,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,Histamine H2 receptor mediated signaling pathway,4,42,221,Gngt2
1590,P04386,MOUSE|MGI=MGI=95784|UniProtKB=P62880,Histamine H2 receptor mediated signaling pathway,4,42,221,Gnb2
1591,P04386,MOUSE|MGI=MGI=97592|UniProtKB=P05132,Histamine H2 receptor mediated signaling pathway,4,42,221,Prkaca
1592,P04386,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Histamine H2 receptor mediated signaling pathway,4,42,221,Gng5
1593,P04386,MOUSE|MGI=MGI=95777|UniProtKB=Q6R0H7,Histamine H2 receptor mediated signaling pathway,4,42,221,Gnas
1594,P04386,MOUSE|MGI=MGI=104581|UniProtKB=P29387,Histamine H2 receptor mediated signaling pathway,4,42,221,Gnb4
1595,P04386,MOUSE|MGI=MGI=95781|UniProtKB=P62874,Histamine H2 receptor mediated signaling pathway,4,42,221,Gnb1
1596,P04386,MOUSE|MGI=MGI=97594|UniProtKB=P68181,Histamine H2 receptor mediated signaling pathway,4,42,221,Prkacb
1597,P04386,MOUSE|MGI=MGI=1309999|UniProtKB=Q922R0,Histamine H2 receptor mediated signaling pathway,4,42,221,Prkx
1598,P04386,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,Histamine H2 receptor mediated signaling pathway,4,42,221,Gng10
1599,P04386,MOUSE|MGI=MGI=98510|UniProtKB=P15806,Histamine H2 receptor mediated signaling pathway,4,42,221,Tcf3
1600,P04386,MOUSE|MGI=MGI=102705|UniProtKB=P63213,Histamine H2 receptor mediated signaling pathway,4,42,221,Gng2
1601,P04386,MOUSE|MGI=MGI=102891|UniProtKB=P51829,Histamine H2 receptor mediated signaling pathway,4,42,221,Adcy7
1602,P00013,MOUSE|MGI=MGI=1329034|UniProtKB=Q9Z238,Cell cycle,12,35,144,Ccne2
1603,P00013,MOUSE|MGI=MGI=1915490|UniProtKB=Q9CQ71,Cell cycle,12,35,144,Rpa3
1604,P00013,MOUSE|MGI=MGI=1201670|UniProtKB=O35226,Cell cycle,12,35,144,Psmd4
1605,P00013,MOUSE|MGI=MGI=1913284|UniProtKB=O35593,Cell cycle,12,35,144,Psmd14
1606,P00013,MOUSE|MGI=MGI=88316|UniProtKB=Q61457,Cell cycle,12,35,144,Ccne1
1607,P00013,MOUSE|MGI=MGI=88315|UniProtKB=P30282,Cell cycle,12,35,144,Ccnd3
1608,P00013,MOUSE|MGI=MGI=1925584|UniProtKB=Q8BWD8,Cell cycle,12,35,144,Cdk19
1609,P00013,MOUSE|MGI=MGI=2139135|UniProtKB=Q8BZQ7,Cell cycle,12,35,144,Anapc2
1610,P00013,MOUSE|MGI=MGI=1913335|UniProtKB=Q9DCH4,Cell cycle,12,35,144,Eif3f
1611,P00013,MOUSE|MGI=MGI=1914247|UniProtKB=Q9D8W5,Cell cycle,12,35,144,Psmd12
1612,P00013,MOUSE|MGI=MGI=1916327|UniProtKB=Q8BG32,Cell cycle,12,35,144,Psmd11
1613,P00013,MOUSE|MGI=MGI=88302|UniProtKB=P24860,Cell cycle,12,35,144,Ccnb1
1614,P00013,MOUSE|MGI=MGI=1351511|UniProtKB=P26516,Cell cycle,12,35,144,Psmd7
1615,P00013,MOUSE|MGI=MGI=1916249|UniProtKB=Q8K2H6,Cell cycle,12,35,144,Anapc10
1616,P00013,MOUSE|MGI=MGI=1276106|UniProtKB=O88874,Cell cycle,12,35,144,Ccnk
1617,P00013,MOUSE|MGI=MGI=1345192|UniProtKB=Q9WVJ2,Cell cycle,12,35,144,Psmd13
1618,P00013,MOUSE|MGI=MGI=1914486|UniProtKB=Q9D0V8,Cell cycle,12,35,144,Cinp
1619,P00013,MOUSE|MGI=MGI=1096340|UniProtKB=O35261,Cell cycle,12,35,144,E2f3
1620,P00013,MOUSE|MGI=MGI=1096365|UniProtKB=P97372,Cell cycle,12,35,144,Psme2
1621,P00013,MOUSE|MGI=MGI=88314|UniProtKB=P30280,Cell cycle,12,35,144,Ccnd2
1622,P00013,MOUSE|MGI=MGI=1096366|UniProtKB=P61290,Cell cycle,12,35,144,Psme3
1623,P00013,MOUSE|MGI=MGI=98858|UniProtKB=P14685,Cell cycle,12,35,144,Psmd3
1624,P04372,MOUSE|MGI=MGI=108186|UniProtKB=Q9DBF1,5-Hydroxytryptamine degredation,2,49,225,Aldh7a1
1625,P04372,MOUSE|MGI=MGI=1916998|UniProtKB=Q571I9,5-Hydroxytryptamine degredation,2,49,225,Aldh16a1
1626,P04372,MOUSE|MGI=MGI=1861622|UniProtKB=Q9JLJ2,5-Hydroxytryptamine degredation,2,49,225,Aldh9a1
1627,P04372,MOUSE|MGI=MGI=1353452|UniProtKB=P47740,5-Hydroxytryptamine degredation,2,49,225,Aldh3a2
1628,P00018,MOUSE|MGI=MGI=96680|UniProtKB=P32883,EGF receptor signaling pathway,28,281,1130,Kras
1629,P00018,MOUSE|MGI=MGI=1914172|UniProtKB=P62071,EGF receptor signaling pathway,28,281,1130,Rras2
1630,P00018,MOUSE|MGI=MGI=1203729|UniProtKB=Q61194,EGF receptor signaling pathway,28,281,1130,Pik3c2a
1631,P00018,MOUSE|MGI=MGI=95805|UniProtKB=Q60631,EGF receptor signaling pathway,28,281,1130,Grb2
1632,P00018,MOUSE|MGI=MGI=2151114|UniProtKB=Q9EQM6,EGF receptor signaling pathway,28,281,1130,Dgcr8
1633,P00018,MOUSE|MGI=MGI=88065|UniProtKB=P04627,EGF receptor signaling pathway,28,281,1130,Araf
1634,P00018,MOUSE|MGI=MGI=1353576|UniProtKB=Q9JHG7,EGF receptor signaling pathway,28,281,1130,Pik3cg
1635,P00018,MOUSE|MGI=MGI=1345139|UniProtKB=Q9QXV9,EGF receptor signaling pathway,28,281,1130,Spry1
1636,P00018,MOUSE|MGI=MGI=97845|UniProtKB=P63001,EGF receptor signaling pathway,28,281,1130,Rac1
1637,P00018,MOUSE|MGI=MGI=1321161|UniProtKB=P62715,EGF receptor signaling pathway,28,281,1130,Ppp2cb
1638,P00018,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,EGF receptor signaling pathway,28,281,1130,Mapk9
1639,P00018,MOUSE|MGI=MGI=1349475|UniProtKB=Q60996,EGF receptor signaling pathway,28,281,1130,Ppp2r5c
1640,P00018,MOUSE|MGI=MGI=1346871|UniProtKB=Q8CE90,EGF receptor signaling pathway,28,281,1130,Map2k7
1641,P00018,MOUSE|MGI=MGI=109194|UniProtKB=P68510,EGF receptor signaling pathway,28,281,1130,Ywhah
1642,P00018,MOUSE|MGI=MGI=88068|UniProtKB=P31955,EGF receptor signaling pathway,28,281,1130,Areg
1643,P00018,MOUSE|MGI=MGI=97599|UniProtKB=P16054,EGF receptor signaling pathway,28,281,1130,Prkce
1644,P00018,MOUSE|MGI=MGI=894689|UniProtKB=P62259,EGF receptor signaling pathway,28,281,1130,Ywhae
1645,P00018,MOUSE|MGI=MGI=2384924|UniProtKB=Q8K2Y9,EGF receptor signaling pathway,28,281,1130,Ccm2
1646,P00018,MOUSE|MGI=MGI=1891831|UniProtKB=O70456,EGF receptor signaling pathway,28,281,1130,Sfn
1647,P00018,MOUSE|MGI=MGI=1891763|UniProtKB=P97470,EGF receptor signaling pathway,28,281,1130,Ppp4c
1648,P00018,MOUSE|MGI=MGI=1346875|UniProtKB=O08648,EGF receptor signaling pathway,28,281,1130,Map3k4
1649,P00018,MOUSE|MGI=MGI=2388479|UniProtKB=Q6PD03,EGF receptor signaling pathway,28,281,1130,Ppp2r5a
1650,P00018,MOUSE|MGI=MGI=1926269|UniProtKB=Q8K2M0,EGF receptor signaling pathway,28,281,1130,Mrpl38
1651,P00018,MOUSE|MGI=MGI=1922542|UniProtKB=Q8K1Y2,EGF receptor signaling pathway,28,281,1130,Prkd3
1652,P00018,MOUSE|MGI=MGI=1346873|UniProtKB=Q61083,EGF receptor signaling pathway,28,281,1130,Map3k2
1653,P00018,MOUSE|MGI=MGI=104580|UniProtKB=Q3UHC1,EGF receptor signaling pathway,28,281,1130,Rapgef1
1654,P00018,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,EGF receptor signaling pathway,28,281,1130,Mapk3
1655,P00018,MOUSE|MGI=MGI=1891917|UniProtKB=Q9CQV8,EGF receptor signaling pathway,28,281,1130,Ywhab
1656,P00018,MOUSE|MGI=MGI=1346869|UniProtKB=P47809,EGF receptor signaling pathway,28,281,1130,Map2k4
1657,P00018,MOUSE|MGI=MGI=97595|UniProtKB=P20444,EGF receptor signaling pathway,28,281,1130,Prkca
1658,P00018,MOUSE|MGI=MGI=103062|UniProtKB=P42228,EGF receptor signaling pathway,28,281,1130,Stat4
1659,P00018,MOUSE|MGI=MGI=1918770|UniProtKB=Q9CX99,EGF receptor signaling pathway,28,281,1130,Grap
1660,P00018,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,EGF receptor signaling pathway,28,281,1130,Mapk1
1661,P00018,MOUSE|MGI=MGI=2445019|UniProtKB=Q6PF93,EGF receptor signaling pathway,28,281,1130,Pik3c3
1662,P00018,MOUSE|MGI=MGI=103036|UniProtKB=P42230,EGF receptor signaling pathway,28,281,1130,Stat5a
1663,P00018,MOUSE|MGI=MGI=97596|UniProtKB=P68404,EGF receptor signaling pathway,28,281,1130,Prkcb
1664,P00018,MOUSE|MGI=MGI=87986|UniProtKB=P31750,EGF receptor signaling pathway,28,281,1130,Akt1
1665,P00018,MOUSE|MGI=MGI=1928370|UniProtKB=P84096,EGF receptor signaling pathway,28,281,1130,Rhog
1666,P00018,MOUSE|MGI=MGI=1321159|UniProtKB=P63330,EGF receptor signaling pathway,28,281,1130,Ppp2ca
1667,P00018,MOUSE|MGI=MGI=97846|UniProtKB=Q05144,EGF receptor signaling pathway,28,281,1130,Rac2
1668,P00018,MOUSE|MGI=MGI=1346865|UniProtKB=P47811,EGF receptor signaling pathway,28,281,1130,Mapk14
1669,P00018,MOUSE|MGI=MGI=108109|UniProtKB=P61982,EGF receptor signaling pathway,28,281,1130,Ywhag
1670,P00018,MOUSE|MGI=MGI=1915107|UniProtKB=Q9CQR6,EGF receptor signaling pathway,28,281,1130,Ppp6c
1671,P00018,MOUSE|MGI=MGI=2146430|UniProtKB=Q3TTA7,EGF receptor signaling pathway,28,281,1130,Cblb
1672,P00018,MOUSE|MGI=MGI=98179|UniProtKB=P10833,EGF receptor signaling pathway,28,281,1130,Rras
1673,P00018,MOUSE|MGI=MGI=1346872|UniProtKB=P53349,EGF receptor signaling pathway,28,281,1130,Map3k1
1674,P00018,MOUSE|MGI=MGI=97602|UniProtKB=Q02956,EGF receptor signaling pathway,28,281,1130,Prkcz
1675,P00018,MOUSE|MGI=MGI=104874|UniProtKB=Q60823,EGF receptor signaling pathway,28,281,1130,Akt2
1676,P00018,MOUSE|MGI=MGI=97600|UniProtKB=P23298,EGF receptor signaling pathway,28,281,1130,Prkch
1677,P00018,MOUSE|MGI=MGI=1206581|UniProtKB=P42337,EGF receptor signaling pathway,28,281,1130,Pik3ca
1678,P00018,MOUSE|MGI=MGI=103063|UniProtKB=P42225,EGF receptor signaling pathway,28,281,1130,Stat1
1679,P00018,MOUSE|MGI=MGI=103038|UniProtKB=P42227,EGF receptor signaling pathway,28,281,1130,Stat3
1680,P00018,MOUSE|MGI=MGI=891963|UniProtKB=P68254,EGF receptor signaling pathway,28,281,1130,Ywhaq
1681,P00018,MOUSE|MGI=MGI=97598|UniProtKB=P28867,EGF receptor signaling pathway,28,281,1130,Prkcd
1682,P00018,MOUSE|MGI=MGI=105098|UniProtKB=O08759,EGF receptor signaling pathway,28,281,1130,Ube3a
1683,P00018,MOUSE|MGI=MGI=2443588|UniProtKB=Q5SW28,EGF receptor signaling pathway,28,281,1130,Pik3r5
1684,P00018,MOUSE|MGI=MGI=1098211|UniProtKB=O35904,EGF receptor signaling pathway,28,281,1130,Pik3cd
1685,P00018,MOUSE|MGI=MGI=98354|UniProtKB=Q62245,EGF receptor signaling pathway,28,281,1130,Sos1
1686,P00018,MOUSE|MGI=MGI=97601|UniProtKB=Q02111,EGF receptor signaling pathway,28,281,1130,Prkcq
1687,P00018,MOUSE|MGI=MGI=97615|UniProtKB=Q62077,EGF receptor signaling pathway,28,281,1130,Plcg1
