pathway_accession,mapped_ids,pathway,components,subfamilies,associated_sequence,hugo_gene
P00018,MOUSE|MGI=MGI=891963|UniProtKB=P68254,EGF receptor signaling pathway,28,281,1130,Ywhaq
P00018,MOUSE|MGI=MGI=97598|UniProtKB=P28867,EGF receptor signaling pathway,28,281,1130,Prkcd
P00018,MOUSE|MGI=MGI=105098|UniProtKB=O08759,EGF receptor signaling pathway,28,281,1130,Ube3a
P00018,MOUSE|MGI=MGI=2443588|UniProtKB=Q5SW28,EGF receptor signaling pathway,28,281,1130,Pik3r5
P00018,MOUSE|MGI=MGI=1098211|UniProtKB=O35904,EGF receptor signaling pathway,28,281,1130,Pik3cd
P00018,MOUSE|MGI=MGI=98354|UniProtKB=Q62245,EGF receptor signaling pathway,28,281,1130,Sos1
P00018,MOUSE|MGI=MGI=97601|UniProtKB=Q02111,EGF receptor signaling pathway,28,281,1130,Prkcq
P00018,MOUSE|MGI=MGI=97615|UniProtKB=Q62077,EGF receptor signaling pathway,28,281,1130,Plcg1
P00018,MOUSE|MGI=MGI=1346868|UniProtKB=O09110,EGF receptor signaling pathway,28,281,1130,Map2k3
P00018,MOUSE|MGI=MGI=96224|UniProtKB=Q61411,EGF receptor signaling pathway,28,281,1130,Hras
P00018,MOUSE|MGI=MGI=1931553|UniProtKB=Q8R527,EGF receptor signaling pathway,28,281,1130,Rhoq
P00018,MOUSE|MGI=MGI=1349473|UniProtKB=Q61151,EGF receptor signaling pathway,28,281,1130,Ppp2r5e
P00018,MOUSE|MGI=MGI=98296|UniProtKB=P98083,EGF receptor signaling pathway,28,281,1130,Shc1
P00018,MOUSE|MGI=MGI=98355|UniProtKB=Q02384,EGF receptor signaling pathway,28,281,1130,Sos2
P00018,MOUSE|MGI=MGI=88190|UniProtKB=P28028,EGF receptor signaling pathway,28,281,1130,Braf
P00018,MOUSE|MGI=MGI=103035|UniProtKB=P42232,EGF receptor signaling pathway,28,281,1130,Stat5b
P00018,MOUSE|MGI=MGI=97376|UniProtKB=P08556,EGF receptor signaling pathway,28,281,1130,Nras
P00018,MOUSE|MGI=MGI=88279|UniProtKB=P22682,EGF receptor signaling pathway,28,281,1130,Cbl
P00018,MOUSE|MGI=MGI=2141917|UniProtKB=Q8BZ03,EGF receptor signaling pathway,28,281,1130,Prkd2
P00018,MOUSE|MGI=MGI=1346866|UniProtKB=P31938,EGF receptor signaling pathway,28,281,1130,Map2k1
P00018,MOUSE|MGI=MGI=103039|UniProtKB=Q9WVL2,EGF receptor signaling pathway,28,281,1130,Stat2
P00018,MOUSE|MGI=MGI=97860|UniProtKB=E9PYG6,EGF receptor signaling pathway,28,281,1130,Rasa1
P00018,MOUSE|MGI=MGI=1346867|UniProtKB=Q63932,EGF receptor signaling pathway,28,281,1130,Map2k2
P00018,MOUSE|MGI=MGI=109484|UniProtKB=P63101,EGF receptor signaling pathway,28,281,1130,Ywhaz
P00018,MOUSE|MGI=MGI=97847|UniProtKB=Q99N57,EGF receptor signaling pathway,28,281,1130,Raf1
P00018,MOUSE|MGI=MGI=103034|UniProtKB=P52633,EGF receptor signaling pathway,28,281,1130,Stat6
P00018,MOUSE|MGI=MGI=2388481|UniProtKB=Q7TNL5,EGF receptor signaling pathway,28,281,1130,Ppp2r5d
P00018,MOUSE|MGI=MGI=2149960|UniProtKB=P58069,EGF receptor signaling pathway,28,281,1130,Rasa2
P00018,MOUSE|MGI=MGI=1344408|UniProtKB=P70296,EGF receptor signaling pathway,28,281,1130,Pebp1
P00030,MOUSE|MGI=MGI=88071|UniProtKB=P53762,Hypoxia response via HIF activation,14,40,202,Arnt
P00030,MOUSE|MGI=MGI=1203729|UniProtKB=Q61194,Hypoxia response via HIF activation,14,40,202,Pik3c2a
P00030,MOUSE|MGI=MGI=1932287|UniProtKB=Q91YE2,Hypoxia response via HIF activation,14,40,202,Egln2
P00030,MOUSE|MGI=MGI=1353576|UniProtKB=Q9JHG7,Hypoxia response via HIF activation,14,40,202,Pik3cg
P00030,MOUSE|MGI=MGI=1913276|UniProtKB=Q9JI78,Hypoxia response via HIF activation,14,40,202,Ngly1
P00030,MOUSE|MGI=MGI=104874|UniProtKB=Q60823,Hypoxia response via HIF activation,14,40,202,Akt2
P00030,MOUSE|MGI=MGI=1206581|UniProtKB=P42337,Hypoxia response via HIF activation,14,40,202,Pik3ca
P00030,MOUSE|MGI=MGI=2445019|UniProtKB=Q6PF93,Hypoxia response via HIF activation,14,40,202,Pik3c3
P00030,MOUSE|MGI=MGI=97583|UniProtKB=P26450,Hypoxia response via HIF activation,14,40,202,Pik3r1
P00030,MOUSE|MGI=MGI=103223|UniProtKB=P40338,Hypoxia response via HIF activation,14,40,202,Vhl
P00030,MOUSE|MGI=MGI=1098211|UniProtKB=O35904,Hypoxia response via HIF activation,14,40,202,Pik3cd
P00030,MOUSE|MGI=MGI=1932286|UniProtKB=Q91YE3,Hypoxia response via HIF activation,14,40,202,Egln1
P00030,MOUSE|MGI=MGI=1098280|UniProtKB=P45481,Hypoxia response via HIF activation,14,40,202,Crebbp
P00030,MOUSE|MGI=MGI=1929468|UniProtKB=P97493,Hypoxia response via HIF activation,14,40,202,Txn2
P00030,MOUSE|MGI=MGI=1928394|UniProtKB=Q9JLN9,Hypoxia response via HIF activation,14,40,202,Mtor
P00030,MOUSE|MGI=MGI=106918|UniProtKB=Q61221,Hypoxia response via HIF activation,14,40,202,Hif1a
P00030,MOUSE|MGI=MGI=98874|UniProtKB=P10639,Hypoxia response via HIF activation,14,40,202,Txn
P00030,MOUSE|MGI=MGI=87986|UniProtKB=P31750,Hypoxia response via HIF activation,14,40,202,Akt1
P00030,MOUSE|MGI=MGI=109583|UniProtKB=O08586,Hypoxia response via HIF activation,14,40,202,Pten
P02778,MOUSE|MGI=MGI=1330587|UniProtKB=Q60967,Sulfate assimilation,4,13,52,Papss1
P02743,MOUSE|MGI=MGI=894292|UniProtKB=A6H5Y3,Formyltetrahydrofolate biosynthesis,7,26,127,Mtr
P02743,MOUSE|MGI=MGI=1338850|UniProtKB=P18155,Formyltetrahydrofolate biosynthesis,7,26,127,Mthfd2
P02743,MOUSE|MGI=MGI=1924836|UniProtKB=Q3V3R1,Formyltetrahydrofolate biosynthesis,7,26,127,Mthfd1l
P02743,MOUSE|MGI=MGI=98878|UniProtKB=P07607,Formyltetrahydrofolate biosynthesis,7,26,127,Tyms
P02743,MOUSE|MGI=MGI=94890|UniProtKB=P00375,Formyltetrahydrofolate biosynthesis,7,26,127,Dhfr
P02756,MOUSE|MGI=MGI=1347054|UniProtKB=O88958,N-acetylglucosamine metabolism,9,16,116,Gnpda1
P02756,MOUSE|MGI=MGI=1915230|UniProtKB=Q9CRC9,N-acetylglucosamine metabolism,9,16,116,Gnpda2
P02756,MOUSE|MGI=MGI=2443978|UniProtKB=Q8JZV7,N-acetylglucosamine metabolism,9,16,116,Amdhd2
P02756,MOUSE|MGI=MGI=95698|UniProtKB=P47856,N-acetylglucosamine metabolism,9,16,116,Gfpt1
P02776,MOUSE|MGI=MGI=1355330|UniProtKB=Q61753,Serine glycine biosynthesis,4,22,128,Phgdh
P02776,MOUSE|MGI=MGI=1277989|UniProtKB=Q9CZN7,Serine glycine biosynthesis,4,22,128,Shmt2
P02776,MOUSE|MGI=MGI=98299|UniProtKB=P50431,Serine glycine biosynthesis,4,22,128,Shmt1
P02776,MOUSE|MGI=MGI=97788|UniProtKB=Q99LS3,Serine glycine biosynthesis,4,22,128,Psph
P02776,MOUSE|MGI=MGI=2183441|UniProtKB=Q99K85,Serine glycine biosynthesis,4,22,128,Psat1
P02785,MOUSE|MGI=MGI=104861|UniProtKB=P24288,Valine biosynthesis,4,25,113,Bcat1
P02785,MOUSE|MGI=MGI=1276534|UniProtKB=O35855,Valine biosynthesis,4,25,113,Bcat2
P02785,MOUSE|MGI=MGI=1351911|UniProtKB=Q8BU33,Valine biosynthesis,4,25,113,Ilvbl
P00041,MOUSE|MGI=MGI=1309999|UniProtKB=Q922R0,Metabotropic glutamate receptor group I pathway,10,36,182,Prkx
P00041,MOUSE|MGI=MGI=95766|UniProtKB=P21278,Metabotropic glutamate receptor group I pathway,10,36,182,Gna11
P00041,MOUSE|MGI=MGI=95770|UniProtKB=P30678,Metabotropic glutamate receptor group I pathway,10,36,182,Gna15
P00041,MOUSE|MGI=MGI=97592|UniProtKB=P05132,Metabotropic glutamate receptor group I pathway,10,36,182,Prkaca
P00041,MOUSE|MGI=MGI=104878|UniProtKB=Q9DBC7,Metabotropic glutamate receptor group I pathway,10,36,182,Prkar1a
P00041,MOUSE|MGI=MGI=96623|UniProtKB=P11881,Metabotropic glutamate receptor group I pathway,10,36,182,Itpr1
P00041,MOUSE|MGI=MGI=1913418|UniProtKB=Q9ESF4,Metabotropic glutamate receptor group I pathway,10,36,182,Grina
P00041,MOUSE|MGI=MGI=97596|UniProtKB=P68404,Metabotropic glutamate receptor group I pathway,10,36,182,Prkcb
P00041,MOUSE|MGI=MGI=97594|UniProtKB=P68181,Metabotropic glutamate receptor group I pathway,10,36,182,Prkacb
P00003,MOUSE|MGI=MGI=1346865|UniProtKB=P47811,Alzheimer disease-amyloid secretase pathway,31,113,521,Mapk14
P00003,MOUSE|MGI=MGI=109548|UniProtKB=O35598,Alzheimer disease-amyloid secretase pathway,31,113,521,Adam10
P00003,MOUSE|MGI=MGI=105376|UniProtKB=Q61072,Alzheimer disease-amyloid secretase pathway,31,113,521,Adam9
P00003,MOUSE|MGI=MGI=97602|UniProtKB=Q02956,Alzheimer disease-amyloid secretase pathway,31,113,521,Prkcz
P00003,MOUSE|MGI=MGI=1932051|UniProtKB=Q8CHK4,Alzheimer disease-amyloid secretase pathway,31,113,521,Kat5
P00003,MOUSE|MGI=MGI=97600|UniProtKB=P23298,Alzheimer disease-amyloid secretase pathway,31,113,521,Prkch
P00003,MOUSE|MGI=MGI=1891700|UniProtKB=P57716,Alzheimer disease-amyloid secretase pathway,31,113,521,Ncstn
P00003,MOUSE|MGI=MGI=1096335|UniProtKB=Q9Z0F8,Alzheimer disease-amyloid secretase pathway,31,113,521,Adam17
P00003,MOUSE|MGI=MGI=109284|UniProtKB=Q61144,Alzheimer disease-amyloid secretase pathway,31,113,521,Psen2
P00003,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,Alzheimer disease-amyloid secretase pathway,31,113,521,Mapk9
P00003,MOUSE|MGI=MGI=109211|UniProtKB=Q8BWW9,Alzheimer disease-amyloid secretase pathway,31,113,521,Pkn2
P00003,MOUSE|MGI=MGI=97598|UniProtKB=P28867,Alzheimer disease-amyloid secretase pathway,31,113,521,Prkcd
P00003,MOUSE|MGI=MGI=97601|UniProtKB=Q02111,Alzheimer disease-amyloid secretase pathway,31,113,521,Prkcq
P00003,MOUSE|MGI=MGI=97599|UniProtKB=P16054,Alzheimer disease-amyloid secretase pathway,31,113,521,Prkce
P00003,MOUSE|MGI=MGI=1202717|UniProtKB=P49769,Alzheimer disease-amyloid secretase pathway,31,113,521,Psen1
P00003,MOUSE|MGI=MGI=1354946|UniProtKB=Q61532,Alzheimer disease-amyloid secretase pathway,31,113,521,Mapk6
P00003,MOUSE|MGI=MGI=1913590|UniProtKB=Q9CQR7,Alzheimer disease-amyloid secretase pathway,31,113,521,Psenen
P00003,MOUSE|MGI=MGI=107978|UniProtKB=O88447,Alzheimer disease-amyloid secretase pathway,31,113,521,Klc1
P00003,MOUSE|MGI=MGI=107421|UniProtKB=Q61139,Alzheimer disease-amyloid secretase pathway,31,113,521,Pcsk7
P00003,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,Alzheimer disease-amyloid secretase pathway,31,113,521,Mapk3
P00003,MOUSE|MGI=MGI=108022|UniProtKB=P70268,Alzheimer disease-amyloid secretase pathway,31,113,521,Pkn1
P00003,MOUSE|MGI=MGI=97595|UniProtKB=P20444,Alzheimer disease-amyloid secretase pathway,31,113,521,Prkca
P00003,MOUSE|MGI=MGI=1277971|UniProtKB=Q91W40,Alzheimer disease-amyloid secretase pathway,31,113,521,Klc3
P00003,MOUSE|MGI=MGI=2385110|UniProtKB=Q8BVF7,Alzheimer disease-amyloid secretase pathway,31,113,521,Aph1a
P00003,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,Alzheimer disease-amyloid secretase pathway,31,113,521,Mapk1
P00003,MOUSE|MGI=MGI=97596|UniProtKB=P68404,Alzheimer disease-amyloid secretase pathway,31,113,521,Prkcb
P00003,MOUSE|MGI=MGI=1888527|UniProtKB=O88888,Alzheimer disease-amyloid secretase pathway,31,113,521,Apba3
P02721,MOUSE|MGI=MGI=102504|UniProtKB=P00397,ATP synthesis,12,17,58,Mtco1
P02721,MOUSE|MGI=MGI=88115|UniProtKB=Q03265,ATP synthesis,12,17,58,Atp5f1a
P02721,MOUSE|MGI=MGI=1913695|UniProtKB=Q9D0M3,ATP synthesis,12,17,58,Cyc1
P02721,MOUSE|MGI=MGI=1261437|UniProtKB=Q91VR2,ATP synthesis,12,17,58,Atp5f1c
P02721,MOUSE|MGI=MGI=99927|UniProtKB=P00848,ATP synthesis,12,17,58,Mtatp6
P02721,MOUSE|MGI=MGI=88578|UniProtKB=P62897,ATP synthesis,12,17,58,Cycs
P02742,MOUSE|MGI=MGI=95675|UniProtKB=Q05915,Folate biosynthesis,11,23,143,Gch1
P02742,MOUSE|MGI=MGI=98878|UniProtKB=P07607,Folate biosynthesis,11,23,143,Tyms
P02742,MOUSE|MGI=MGI=94890|UniProtKB=P00375,Folate biosynthesis,11,23,143,Dhfr
P00020,MOUSE|MGI=MGI=96646|UniProtKB=P05627,FAS signaling pathway,31,49,232,Jun
P00020,MOUSE|MGI=MGI=109419|UniProtKB=P54731,FAS signaling pathway,31,49,232,Faf1
P00020,MOUSE|MGI=MGI=96796|UniProtKB=P21619,FAS signaling pathway,31,49,232,Lmnb2
P00020,MOUSE|MGI=MGI=1913695|UniProtKB=Q9D0M3,FAS signaling pathway,31,49,232,Cyc1
P00020,MOUSE|MGI=MGI=104874|UniProtKB=Q60823,FAS signaling pathway,31,49,232,Akt2
P00020,MOUSE|MGI=MGI=1312921|UniProtKB=O08738,FAS signaling pathway,31,49,232,Casp6
P00020,MOUSE|MGI=MGI=1346862|UniProtKB=Q9WTU6,FAS signaling pathway,31,49,232,Mapk9
P00020,MOUSE|MGI=MGI=1196287|UniProtKB=O54788,FAS signaling pathway,31,49,232,Dffb
P00020,MOUSE|MGI=MGI=95484|UniProtKB=P25446,FAS signaling pathway,31,49,232,Fas
P00020,MOUSE|MGI=MGI=1891258|UniProtKB=Q3ULW8,FAS signaling pathway,31,49,232,Parp3
P00020,MOUSE|MGI=MGI=109383|UniProtKB=P97864,FAS signaling pathway,31,49,232,Casp7
P00020,MOUSE|MGI=MGI=1340806|UniProtKB=P11103,FAS signaling pathway,31,49,232,Parp1
P00020,MOUSE|MGI=MGI=2685589|UniProtKB=E9PYK3,FAS signaling pathway,31,49,232,Parp4
P00020,MOUSE|MGI=MGI=99255|UniProtKB=P41047,FAS signaling pathway,31,49,232,Faslg
P00020,MOUSE|MGI=MGI=1346869|UniProtKB=P47809,FAS signaling pathway,31,49,232,Map2k4
P00020,MOUSE|MGI=MGI=96795|UniProtKB=P14733,FAS signaling pathway,31,49,232,Lmnb1
P00020,MOUSE|MGI=MGI=1341112|UniProtKB=O88554,FAS signaling pathway,31,49,232,Parp2
P00020,MOUSE|MGI=MGI=1306796|UniProtKB=O88879,FAS signaling pathway,31,49,232,Apaf1
P00020,MOUSE|MGI=MGI=102501|UniProtKB=P00158,FAS signaling pathway,31,49,232,Mt-Cyb
P00020,MOUSE|MGI=MGI=1197015|UniProtKB=O35613,FAS signaling pathway,31,49,232,Daxx
P00020,MOUSE|MGI=MGI=96794|UniProtKB=P48678,FAS signaling pathway,31,49,232,Lmna
P00020,MOUSE|MGI=MGI=109324|UniProtKB=Q61160,FAS signaling pathway,31,49,232,Fadd
P00020,MOUSE|MGI=MGI=95851|UniProtKB=P13020,FAS signaling pathway,31,49,232,Gsn
P00020,MOUSE|MGI=MGI=1261423|UniProtKB=O89110,FAS signaling pathway,31,49,232,Casp8
P00020,MOUSE|MGI=MGI=1336166|UniProtKB=O35732,FAS signaling pathway,31,49,232,Cflar
P00020,MOUSE|MGI=MGI=1098259|UniProtKB=P24452,FAS signaling pathway,31,49,232,Capg
P00020,MOUSE|MGI=MGI=107739|UniProtKB=P70677,FAS signaling pathway,31,49,232,Casp3
P00020,MOUSE|MGI=MGI=87986|UniProtKB=P31750,FAS signaling pathway,31,49,232,Akt1
P05731,MOUSE|MGI=MGI=108025|UniProtKB=P12367,GABA-B_receptor_II_signaling,9,46,230,Prkar2a
P05731,MOUSE|MGI=MGI=893584|UniProtKB=Q61017,GABA-B_receptor_II_signaling,9,46,230,Gngt2
P05731,MOUSE|MGI=MGI=95784|UniProtKB=P62880,GABA-B_receptor_II_signaling,9,46,230,Gnb2
P05731,MOUSE|MGI=MGI=97592|UniProtKB=P05132,GABA-B_receptor_II_signaling,9,46,230,Prkaca
P05731,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,GABA-B_receptor_II_signaling,9,46,230,Gng5
P05731,MOUSE|MGI=MGI=104878|UniProtKB=Q9DBC7,GABA-B_receptor_II_signaling,9,46,230,Prkar1a
P05731,MOUSE|MGI=MGI=104581|UniProtKB=P29387,GABA-B_receptor_II_signaling,9,46,230,Gnb4
P05731,MOUSE|MGI=MGI=95781|UniProtKB=P62874,GABA-B_receptor_II_signaling,9,46,230,Gnb1
P05731,MOUSE|MGI=MGI=97594|UniProtKB=P68181,GABA-B_receptor_II_signaling,9,46,230,Prkacb
P05731,MOUSE|MGI=MGI=1913316|UniProtKB=P61953,GABA-B_receptor_II_signaling,9,46,230,Gng11
P05731,MOUSE|MGI=MGI=1309999|UniProtKB=Q922R0,GABA-B_receptor_II_signaling,9,46,230,Prkx
P05731,MOUSE|MGI=MGI=1336169|UniProtKB=Q9CXP8,GABA-B_receptor_II_signaling,9,46,230,Gng10
P05731,MOUSE|MGI=MGI=1860139|UniProtKB=Q9WV18,GABA-B_receptor_II_signaling,9,46,230,Gabbr1
P05731,MOUSE|MGI=MGI=95773|UniProtKB=Q9DC51,GABA-B_receptor_II_signaling,9,46,230,Gnai3
P05731,MOUSE|MGI=MGI=102891|UniProtKB=P51829,GABA-B_receptor_II_signaling,9,46,230,Adcy7
P00011,MOUSE|MGI=MGI=96612|UniProtKB=O54890,Blood coagulation,59,48,201,Itgb3
P00011,MOUSE|MGI=MGI=101802|UniProtKB=P30558,Blood coagulation,59,48,201,F2r
P02749,MOUSE|MGI=MGI=104861|UniProtKB=P24288,Leucine biosynthesis,4,30,106,Bcat1
P02749,MOUSE|MGI=MGI=1276534|UniProtKB=O35855,Leucine biosynthesis,4,30,106,Bcat2
P02749,MOUSE|MGI=MGI=1915084|UniProtKB=Q9D6R2,Leucine biosynthesis,4,30,106,Idh3a
P04395,MOUSE|MGI=MGI=1929464|UniProtKB=Q9R0P6,Vasopressin synthesis,11,28,125,Sec11a
P04395,MOUSE|MGI=MGI=1916269|UniProtKB=Q9D958,Vasopressin synthesis,11,28,125,Spcs1
P04395,MOUSE|MGI=MGI=1913536|UniProtKB=Q9D8V7,Vasopressin synthesis,11,28,125,Sec11c
P04395,MOUSE|MGI=MGI=2444520|UniProtKB=Q8CCH2,Vasopressin synthesis,11,28,125,Nhlrc3
P04395,MOUSE|MGI=MGI=1913874|UniProtKB=Q9CYN2,Vasopressin synthesis,11,28,125,Spcs2
P04395,MOUSE|MGI=MGI=97453|UniProtKB=P35454,Vasopressin synthesis,11,28,125,Oxt
P04395,MOUSE|MGI=MGI=1270863|UniProtKB=Q9QUR6,Vasopressin synthesis,11,28,125,Prep
P06217,MOUSE|MGI=MGI=108005|UniProtKB=P22366,Toll_pathway_drosophila,17,10,10,Myd88
P00019,MOUSE|MGI=MGI=1929464|UniProtKB=Q9R0P6,Endothelin signaling pathway,27,147,707,Sec11a
P00019,MOUSE|MGI=MGI=1101357|UniProtKB=Q4PZA2,Endothelin signaling pathway,27,147,707,Ece1
P00019,MOUSE|MGI=MGI=1203729|UniProtKB=Q61194,Endothelin signaling pathway,27,147,707,Pik3c2a
P00019,MOUSE|MGI=MGI=95766|UniProtKB=P21278,Endothelin signaling pathway,27,147,707,Gna11
P00019,MOUSE|MGI=MGI=96624|UniProtKB=P70227,Endothelin signaling pathway,27,147,707,Itpr3
P00019,MOUSE|MGI=MGI=88065|UniProtKB=P04627,Endothelin signaling pathway,27,147,707,Araf
P00019,MOUSE|MGI=MGI=1353576|UniProtKB=Q9JHG7,Endothelin signaling pathway,27,147,707,Pik3cg
P00019,MOUSE|MGI=MGI=97592|UniProtKB=P05132,Endothelin signaling pathway,27,147,707,Prkaca
P00019,MOUSE|MGI=MGI=104878|UniProtKB=Q9DBC7,Endothelin signaling pathway,27,147,707,Prkar1a
P00019,MOUSE|MGI=MGI=97602|UniProtKB=Q02956,Endothelin signaling pathway,27,147,707,Prkcz
P00019,MOUSE|MGI=MGI=104874|UniProtKB=Q60823,Endothelin signaling pathway,27,147,707,Akt2
P00019,MOUSE|MGI=MGI=97600|UniProtKB=P23298,Endothelin signaling pathway,27,147,707,Prkch
P00019,MOUSE|MGI=MGI=1206581|UniProtKB=P42337,Endothelin signaling pathway,27,147,707,Pik3ca
P00019,MOUSE|MGI=MGI=97594|UniProtKB=P68181,Endothelin signaling pathway,27,147,707,Prkacb
P00019,MOUSE|MGI=MGI=1309999|UniProtKB=Q922R0,Endothelin signaling pathway,27,147,707,Prkx
P00019,MOUSE|MGI=MGI=97598|UniProtKB=P28867,Endothelin signaling pathway,27,147,707,Prkcd
P00019,MOUSE|MGI=MGI=97583|UniProtKB=P26450,Endothelin signaling pathway,27,147,707,Pik3r1
P00019,MOUSE|MGI=MGI=2443588|UniProtKB=Q5SW28,Endothelin signaling pathway,27,147,707,Pik3r5
P00019,MOUSE|MGI=MGI=1098211|UniProtKB=O35904,Endothelin signaling pathway,27,147,707,Pik3cd
P00019,MOUSE|MGI=MGI=97601|UniProtKB=Q02111,Endothelin signaling pathway,27,147,707,Prkcq
P00019,MOUSE|MGI=MGI=99418|UniProtKB=Q9Z329,Endothelin signaling pathway,27,147,707,Itpr2
P00019,MOUSE|MGI=MGI=97599|UniProtKB=P16054,Endothelin signaling pathway,27,147,707,Prkce
P00019,MOUSE|MGI=MGI=102891|UniProtKB=P51829,Endothelin signaling pathway,27,147,707,Adcy7
P00019,MOUSE|MGI=MGI=1913536|UniProtKB=Q9D8V7,Endothelin signaling pathway,27,147,707,Sec11c
P00019,MOUSE|MGI=MGI=108025|UniProtKB=P12367,Endothelin signaling pathway,27,147,707,Prkar2a
P00019,MOUSE|MGI=MGI=95777|UniProtKB=Q6R0H7,Endothelin signaling pathway,27,147,707,Gnas
P00019,MOUSE|MGI=MGI=1346866|UniProtKB=P31938,Endothelin signaling pathway,27,147,707,Map2k1
P00019,MOUSE|MGI=MGI=99675|UniProtKB=Q8VHH7,Endothelin signaling pathway,27,147,707,Adcy3
P00019,MOUSE|MGI=MGI=96623|UniProtKB=P11881,Endothelin signaling pathway,27,147,707,Itpr1
P00019,MOUSE|MGI=MGI=1346859|UniProtKB=Q63844,Endothelin signaling pathway,27,147,707,Mapk3
P00019,MOUSE|MGI=MGI=97595|UniProtKB=P20444,Endothelin signaling pathway,27,147,707,Prkca
P00019,MOUSE|MGI=MGI=1346867|UniProtKB=Q63932,Endothelin signaling pathway,27,147,707,Map2k2
P00019,MOUSE|MGI=MGI=97847|UniProtKB=Q99N57,Endothelin signaling pathway,27,147,707,Raf1
P00019,MOUSE|MGI=MGI=1346858|UniProtKB=P63085,Endothelin signaling pathway,27,147,707,Mapk1
P00019,MOUSE|MGI=MGI=2445019|UniProtKB=Q6PF93,Endothelin signaling pathway,27,147,707,Pik3c3
P00019,MOUSE|MGI=MGI=97596|UniProtKB=P68404,Endothelin signaling pathway,27,147,707,Prkcb
P00019,MOUSE|MGI=MGI=87986|UniProtKB=P31750,Endothelin signaling pathway,27,147,707,Akt1
P00031,MOUSE|MGI=MGI=107717|UniProtKB=Q8VDD5,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Myh9
P00031,MOUSE|MGI=MGI=96680|UniProtKB=P32883,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Kras
P00031,MOUSE|MGI=MGI=96648|UniProtKB=P15066,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Jund
P00031,MOUSE|MGI=MGI=1914172|UniProtKB=P62071,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Rras2
P00031,MOUSE|MGI=MGI=95805|UniProtKB=Q60631,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Grb2
P00031,MOUSE|MGI=MGI=107655|UniProtKB=P15261,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Ifngr1
P00031,MOUSE|MGI=MGI=88065|UniProtKB=P04627,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Araf
P00031,MOUSE|MGI=MGI=1334255|UniProtKB=P63034,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Cyth2
P00031,MOUSE|MGI=MGI=96611|UniProtKB=P11835,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Itgb2
P00031,MOUSE|MGI=MGI=1859709|UniProtKB=P97492,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Rgs14
P00031,MOUSE|MGI=MGI=1309999|UniProtKB=Q922R0,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Prkx
P00031,MOUSE|MGI=MGI=1096342|UniProtKB=Q9QUI0,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Rhoa
P00031,MOUSE|MGI=MGI=99418|UniProtKB=Q9Z329,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Itpr2
P00031,MOUSE|MGI=MGI=104741|UniProtKB=Q9Z1E3,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Nfkbia
P00031,MOUSE|MGI=MGI=98262|UniProtKB=P30882,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Ccl5
P00031,MOUSE|MGI=MGI=96603|UniProtKB=Q00651,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Itga4
P00031,MOUSE|MGI=MGI=87940|UniProtKB=Q99MK8,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Grk2
P00031,MOUSE|MGI=MGI=109164|UniProtKB=Q80SZ7,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Gng5
P00031,MOUSE|MGI=MGI=1929470|UniProtKB=Q9R117,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Tyk2
P00031,MOUSE|MGI=MGI=1915339|UniProtKB=P59999,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Arpc4
P00031,MOUSE|MGI=MGI=96623|UniProtKB=P11881,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Itpr1
P00031,MOUSE|MGI=MGI=107656|UniProtKB=P01580,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Ifng
P00031,MOUSE|MGI=MGI=1343142|UniProtKB=Q9WV32,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Arpc1b
P00031,MOUSE|MGI=MGI=109563|UniProtKB=P70658,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Cxcr4
P00031,MOUSE|MGI=MGI=97897|UniProtKB=P15307,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Rel
P00031,MOUSE|MGI=MGI=1918770|UniProtKB=Q9CX99,Inflammation mediated by chemokine and cytokine signaling pathway,58,354,1615,Grap
