,mean,std,no_expr_cells,no_expr/total_cell
E030037K01Rik,0.0016440460458397865,0.026924747973680496,4956.0,0.995580554439534
Wwc2,0.00099669536575675,0.020390432327985764,4964.0,0.9971876255524307
Dctd,0.029863419011235237,0.11041951924562454,4549.0,0.913820811570912
Aga,0.07832758873701096,0.19018587470054626,4061.0,0.8157894736842105
Neil3,0.05960102751851082,0.16448211669921875,4240.0,0.8517476898352752
Spcs3,0.23894576728343964,0.3088284134864807,2726.0,0.5476094817195661
Asb5,0.001989004435017705,0.032625485211610794,4954.0,0.9951787866613098
Cep44,0.04289871081709862,0.13620543479919434,4415.0,0.8869023704298915
Fbxo8,0.06693679094314575,0.17534340918064117,4169.0,0.8374849337083166
Sap30,0.0766468420624733,0.1854170709848404,4051.0,0.8137806347930896
2500002B13Rik,0.008878831751644611,0.06346957385540009,4855.0,0.9752912816392125
Hmgb2,1.784148097038269,0.935876190662384,519.0,0.10425873844917638
Galnt7,0.0736469253897667,0.18783961236476898,4118.0,0.8272398553635998
AW046200,0.0006298493244685233,0.02064509689807892,4971.0,0.9985938127762154
Hpf1,0.3934728801250458,0.37822476029396057,1948.0,0.3913218159903576
Clcn3,0.15406620502471924,0.2643815279006958,3369.0,0.676777822418642
B230317F23Rik,0.0003965086943935603,0.011530565097928047,4971.0,0.9985938127762154
Nek1,0.027086889371275902,0.11071087419986725,4611.0,0.9262756126958618
Sh3rf1,0.02931501530110836,0.12409508973360062,4619.0,0.9278826838087585
Cbr4,0.03118986077606678,0.11901003122329712,4559.0,0.9158296504620329
Palld,0.0008465169812552631,0.021370217204093933,4968.0,0.9979911611088791
Ddx60,0.006997075863182545,0.06237620487809181,4901.0,0.9845319405383688
Cpe,0.0004347186768427491,0.015831606462597847,4973.0,0.9989955805544395
Msmo1,0.12124074995517731,0.23467226326465607,3670.0,0.7372438730413821
Klhl2,0.04488126188516617,0.14601849019527435,4417.0,0.8873041382081157
Tmem192,0.16891498863697052,0.2680460512638092,3197.0,0.642225793491362
Tma16,0.05759511888027191,0.15629909932613373,4225.0,0.8487344314985938
Naf1,0.0737622007727623,0.17726734280586243,4059.0,0.8153877059059863
Nat2,0.03094968944787979,0.12337647378444672,4608.0,0.9256729610285255
Psd3,6.948031659703702e-05,0.004902179352939129,4977.0,0.9997991161108879
Ints10,0.08547446876764297,0.19447645545005798,3939.0,0.7912816392125351
Lpl,0.0005502343410626054,0.01871209219098091,4972.0,0.9987946966653274
Slc18a1,0.0004113494942430407,0.013116203248500824,4972.0,0.9987946966653274
Atp6v1b2,0.19465310871601105,0.2947583794593811,3059.0,0.6145038167938931
Lzts1,0.014659098349511623,0.08943821489810944,4813.0,0.9668541582965047
Zfp930,0.02877701260149479,0.11311488598585129,4590.0,0.9220570510245079
D130040H23Rik,0.004934318363666534,0.04765111580491066,4907.0,0.9857372438730414
Zfp868,0.03916206955909729,0.14039550721645355,4508.0,0.9055845721173162
Zfp964,0.0003000510623678565,0.009798538871109486,4973.0,0.9989955805544395
Zfp869,0.08120200037956238,0.19363932311534882,4018.0,0.8071514664523906
Zfp963,0.00715829711407423,0.06630560010671616,4896.0,0.9835275210928084
Zfp866,0.01673751138150692,0.09348100423812866,4767.0,0.9576134993973483
Atp13a1,0.11240653693675995,0.22245562076568604,3708.0,0.7448774608276416
Gmip,0.07272733002901077,0.18779155611991882,4141.0,0.831860184813178
Lpar2,0.00514295045286417,0.053455933928489685,4911.0,0.9865407794294897
Pbx4,0.027035806328058243,0.11544175446033478,4650.0,0.9341100843712334
Cilp2,0.005403467919677496,0.05615959316492081,4919.0,0.9881478505423865
Yjefn3,0.0005617145798169076,0.019458480179309845,4973.0,0.9989955805544395
Ndufa13,1.3526952266693115,0.43653395771980286,158.0,0.03173965447971073
Tssk6,0.00850517675280571,0.06647580116987228,4880.0,0.9803133788670149
Gatad2a,0.3747495710849762,0.3812994062900543,2009.0,0.4035757332261953
Mau2,0.11283241212368011,0.22798222303390503,3724.0,0.7480916030534351
Sugp1,0.09961593151092529,0.21640852093696594,3845.0,0.7723985536359984
Tm6sf2,0.0011057014344260097,0.027737891301512718,4967.0,0.997790277219767
Hapln4,0.00015988376981113106,0.009043856523931026,4976.0,0.9995982322217758
Rfxank,0.020102186128497124,0.09736498445272446,4722.0,0.9485737243873041
Nr2c2ap,0.13261523842811584,0.24071192741394043,3519.0,0.706910405785456
Borcs8,0.24549806118011475,0.33240601420402527,2729.0,0.5482121333869023
Mef2b,0.00016781376325525343,0.007047602441161871,4975.0,0.9993973483326637
Tmem161a,0.061205536127090454,0.1631123423576355,4214.0,0.8465247087183608
Slc25a42,0.00709899514913559,0.06065952777862549,4885.0,0.9813177983125754
Armc6,0.024057118222117424,0.10470478981733322,4648.0,0.9337083165930092
Sugp2,0.029410822317004204,0.11700169742107391,4594.0,0.9228605865809562
Homer3,0.005282999947667122,0.051678963005542755,4908.0,0.9859381277621535
Ddx49,0.08768685162067413,0.19651518762111664,3920.0,0.7874648453194054
Cope,0.5651780962944031,0.41856732964515686,1241.0,0.24929690638810767
Upf1,0.20081914961338043,0.2978426218032837,3022.0,0.6070711128967456
Comp,0.0,0.0,4978.0,1.0
Crtc1,0.015651995316147804,0.09070108830928802,4785.0,0.961229409401366
Klhl26,0.005768044386059046,0.051519688218832016,4898.0,0.9839292888710326
Crlf1,0.000299574137898162,0.014090284705162048,4975.0,0.9993973483326637
Rex1bd,0.3826940655708313,0.3721974492073059,1896.0,0.3808758537565287
Uba52,2.166433572769165,0.3786470592021942,22.0,0.0044194455604660505
Kxd1,0.265362411737442,0.33485475182533264,2584.0,0.5190839694656488
Fkbp8,0.5643175840377808,0.42050817608833313,1301.0,0.2613499397348333
Ell,0.0362272635102272,0.13093610107898712,4535.0,0.9110084371233427
Isyna1,0.25718048214912415,0.3209932744503021,2634.0,0.5291281639212535
Ssbp4,0.3372560441493988,0.35759907960891724,2131.0,0.42808356769787065
Lrrc25,0.00017864914843812585,0.009342595934867859,4976.0,0.9995982322217758
Pgpep1,0.018670596182346344,0.09860879927873611,4751.0,0.9543993571715549
Lsm4,0.7796410322189331,0.4706648886203766,888.0,0.17838489353153877
Jund,1.5761816501617432,0.5719649791717529,155.0,0.031137002812374446
Gm11175,0.011425522156059742,0.07588419318199158,4834.0,0.9710727199678586
Iqcn,0.00022349802020471543,0.011189901269972324,4976.0,0.9995982322217758
Gm3336,7.086571713443846e-05,0.003768290625885129,4976.0,0.9995982322217758
Pde4c,0.0018844096921384335,0.02970260940492153,4953.0,0.9949779027721977
Rab3a,0.015189343132078648,0.08502133190631866,4784.0,0.9610285255122539
Mpv17l2,0.16124722361564636,0.2676486074924469,3308.0,0.6645239051828044
Ifi30,0.13360309600830078,0.24352245032787323,3515.0,0.7061068702290076
Pik3r2,0.00594304921105504,0.05547424778342247,4894.0,0.9831257533145842
2010320M18Rik,0.011749019846320152,0.07557684928178787,4823.0,0.9688629971876256
Mast3,0.06311052292585373,0.17530734837055206,4233.0,0.8503415026114906
Il12rb1,0.08338991552591324,0.19531911611557007,4001.0,0.8037364403374849
Arrdc2,0.016372421756386757,0.09294802695512772,4779.0,0.9600241060666934
Ccdc124,0.35724154114723206,0.3579115569591522,2038.0,0.40940136601044597
Rpl18a,3.0963895320892334,0.27775514125823975,1.0,0.0002008838891120932
Map1s,0.059178225696086884,0.16679441928863525,4255.0,0.8547609481719566
Haus8,0.08630043268203735,0.19511644542217255,3954.0,0.7942948975492166
Myo9b,0.10330940783023834,0.21968166530132294,3821.0,0.7675773402973082
Use1,0.2192026823759079,0.3232671320438385,2951.0,0.592808356769787
Ocel1,0.07881731539964676,0.1934787929058075,4074.0,0.8184009642426677
Nr2f6,0.018365785479545593,0.08992793411016464,4729.0,0.9499799116110887
Babam1,0.23080620169639587,0.3036978840827942,2746.0,0.551627159501808
Ankle1,0.013983272016048431,0.07336565107107162,4760.0,0.9562073121735637
Abhd8,0.15357117354869843,0.26198235154151917,3365.0,0.6759742868621936
Mrpl34,0.29255741834640503,0.33424097299575806,2365.0,0.4750903977501004
Dda1,0.2744216024875641,0.3277440071105957,2497.0,0.5016070711128967
Ano8,0.01059377659112215,0.07018818706274033,4833.0,0.9708718360787465
Gtpbp3,0.03353913500905037,0.12190176546573639,4535.0,0.9110084371233427
Bst2,0.37088996171951294,0.398677259683609,2074.0,0.4166331860184813
Mvb12a,0.3259214758872986,0.34952881932258606,2179.0,0.4377259943752511
Tmem221,0.0033736824989318848,0.041217997670173645,4933.0,0.9909602249899558
Slc27a1,0.02921486832201481,0.12663762271404266,4643.0,0.9327038971474487
Pgls,0.7627832889556885,0.4563438594341278,807.0,0.1621132985134592
Fam129c,0.00598283251747489,0.055696502327919006,4905.0,0.9853354760948172
Colgalt1,0.1752401888370514,0.27094969153404236,3152.0,0.6331860184813178
Unc13a,0.018311597406864166,0.0900091901421547,4726.0,0.9493772599437525
Jak3,0.3060261011123657,0.35344067215919495,2343.0,0.4706709521896344
Insl3,7.940878276713192e-05,0.00560268247500062,4977.0,0.9997991161108879
B3gnt3,0.007983923889696598,0.05811178684234619,4864.0,0.9770992366412213
Fcho1,0.1363592892885208,0.2428075075149536,3470.0,0.6970670952189635
Zfp709,0.008709327317774296,0.06437931954860687,4864.0,0.9770992366412213
Zfp882,0.0035334902349859476,0.042215920984745026,4931.0,0.9905584572117316
Zfp617,0.023129887878894806,0.10285574197769165,4681.0,0.9403374849337083
Zfp961,0.024291545152664185,0.10553508251905441,4653.0,0.9347127360385697
Tpm4,0.9368177056312561,0.4914015829563141,643.0,0.12916834069907593
Gm26586,0.0006487179198302329,0.01328327041119337,4965.0,0.9973885094415428
Gm16091,0.002457056660205126,0.03707823529839516,4950.0,0.9943752511048614
Rab8a,0.4412018954753876,0.3962928354740143,1690.0,0.3394937725994375
Hsh2d,0.04129396006464958,0.14531590044498444,4502.0,0.9043792687826436
Cib3,0.0,0.0,4978.0,1.0
Fam32a,0.2122291624546051,0.3033215403556824,2910.0,0.5845721173161912
Ap1m1,0.21898004412651062,0.29570651054382324,2851.0,0.5727199678585777
Gm10282,0.21321770548820496,0.29964274168014526,2921.0,0.5867818400964243
Klf2,0.0576605498790741,0.21067827939987183,4451.0,0.8941341904379269
Eps15l1,0.06305626034736633,0.17200349271297455,4217.0,0.847127360385697
Calr3,0.00040578487096354365,0.009845034219324589,4969.0,0.9981920449979912
1700030K09Rik,0.0073132882826030254,0.05671080946922302,4874.0,0.9791080755323424
Cherp,0.11765175312757492,0.22666528820991516,3643.0,0.7318200080353555
Slc35e1,0.08801327645778656,0.20331290364265442,3958.0,0.795098433105665
Gm17435,0.006093080621212721,0.05835886672139168,4899.0,0.9841301727601446
Med26,0.03797347843647003,0.13526786863803864,4495.0,0.902973081558859
Smim7,0.17172318696975708,0.27130407094955444,3186.0,0.640016070711129
Tmem38a,0.0007539375219494104,0.015904394909739494,4965.0,0.9973885094415428
Sin3b,0.527193009853363,0.4045594036579132,1322.0,0.2655685014061872
F2rl3,0.008257774636149406,0.05792251229286194,4854.0,0.9750903977501004
Large1,0.00025260174879804254,0.009245764464139938,4974.0,0.9991964644435516
Hmgxb4,0.07764527201652527,0.18605832755565643,4031.0,0.8097629570108478
Tom1,0.017430907115340233,0.09317877888679504,4759.0,0.9560064282844516
Hmox1,0.029300641268491745,0.1270313262939453,4629.0,0.9298915226998795
Mcm5,0.3701860010623932,0.4045903980731964,2296.0,0.46122940940136603
Rasd2,0.010250176303088665,0.07761923968791962,4859.0,0.9760948171956609
Nr3c2,0.0005853694747202098,0.019881220534443855,4972.0,0.9987946966653274
Arhgap10,0.07005055993795395,0.17732319235801697,4120.0,0.827641623141824
0610038B21Rik,0.0025563701055943966,0.04021273925900459,4946.0,0.9935717155484131
Prmt9,0.055504944175481796,0.16493205726146698,4315.0,0.8668139815186822
Tmem184c,0.08708057552576065,0.20246949791908264,3971.0,0.7977099236641222
4933431K23Rik,0.00020341055642347783,0.011054673232138157,4976.0,0.9995982322217758
Rbmxl1,0.166139617562294,0.2612707316875458,3219.0,0.646645239051828
Slc10a7,0.06545066088438034,0.17347241938114166,4190.0,0.8417034953796706
Lsm6,0.5684331059455872,0.4267933964729309,1330.0,0.26717557251908397
Zfp827,0.010934229008853436,0.08184335380792618,4850.0,0.974286862193652
Mmaa,0.00750478683039546,0.057421810925006866,4875.0,0.9793089594214544
Gm4890,0.012273874133825302,0.07354346662759781,4808.0,0.9658497388509442
Smad1,0.017932476475834846,0.08950558304786682,4733.0,0.9507834471675372
Otud4,0.09039591252803802,0.20306003093719482,3914.0,0.7862595419847328
Abce1,0.2201198935508728,0.303623765707016,2904.0,0.5833668139815187
Anapc10,0.0657026469707489,0.16977137327194214,4165.0,0.8366813981518683
Smarca5,0.7376986742019653,0.45808374881744385,906.0,0.18200080353555645
Usp38,0.20318719744682312,0.3176659345626831,3108.0,0.6243471273603857
Gm9725,0.022547803819179535,0.10858368128538132,4706.0,0.9453595821615106
Inpp4b,0.19120974838733673,0.3262281119823456,3260.0,0.6548814785054239
Il15,0.0019677046220749617,0.035042740404605865,4957.0,0.9957814383286461
Zfp330,0.14803066849708557,0.2619277536869049,3432.0,0.6894335074327039
Elmod2,0.014588924124836922,0.08577574044466019,4793.0,0.9628364805142627
Clgn,0.06425042450428009,0.1703840047121048,4207.0,0.8451185214945761
Scoc,0.061342354863882065,0.16898107528686523,4205.0,0.8447167537163519
Ndufb7,1.0680655241012573,0.45892155170440674,403.0,0.08095620731217357
Tecr,0.4990720748901367,0.4114682674407959,1522.0,0.3057452792286059
Dnajb1,0.3158777952194214,0.3902817666530609,2395.0,0.4811169144234632
Gipc1,0.09427595883607864,0.20213031768798828,3846.0,0.7725994375251105
Pkn1,0.16224336624145508,0.2689240276813507,3295.0,0.6619124146243471
Ptger1,0.00249577802605927,0.03243648633360863,4941.0,0.9925672961028525
Ddx39,0.4374309480190277,0.4009629487991333,1867.0,0.375050220972278
Adgre5,0.319623202085495,0.3940262496471405,2441.0,0.49035757332261953
Adgrl1,0.01096255611628294,0.07542871683835983,4833.0,0.9708718360787465
Gm10644,0.0006340427207760513,0.018448462709784508,4971.0,0.9985938127762154
Asf1b,0.21353231370449066,0.316760778427124,3058.0,0.614302932904781
Prkaca,0.10264696925878525,0.2170606106519699,3832.0,0.7697870630775412
Samd1,0.02654152549803257,0.10343239456415176,4601.0,0.9242667738047409
1700067K01Rik,9.134648280451074e-05,0.004816761706024408,4976.0,0.9995982322217758
2210011C24Rik,0.012442247942090034,0.07870567589998245,4828.0,0.969867416633186
Palm3,0.0011012973263859749,0.02155867964029312,4962.0,0.9967858577742065
Il27ra,0.18646544218063354,0.2924782633781433,3159.0,0.6345922057051024
Rln3,0.000715370406396687,0.02714519016444683,4973.0,0.9989955805544395
Gm10643,0.00012717755453195423,0.007312943693250418,4976.0,0.9995982322217758
C330011M18Rik,0.004410042427480221,0.04273078590631485,4913.0,0.9869425472077139
Rfx1,0.038661930710077286,0.1370205283164978,4500.0,0.9039775010044194
Dcaf15,0.11775558441877365,0.2242719680070877,3639.0,0.7310164724789072
Podnl1,0.03387731313705444,0.12499294430017471,4539.0,0.9118119726797911
Cc2d1a,0.0354674756526947,0.12766608595848083,4520.0,0.9079951787866614
4930432K21Rik,0.0008101451676338911,0.019393712282180786,4969.0,0.9981920449979912
Nanos3,0.0008424399420619011,0.02767668478190899,4970.0,0.9983929288871033
Gm26887,0.0002281165070598945,0.010238134302198887,4975.0,0.9993973483326637
Gm26532,0.018292875960469246,0.10230103135108948,4773.0,0.9588188027320209
Zswim4,0.012356740422546864,0.0805746540427208,4829.0,0.9700683005222981
D8Ertd738e,0.7373872399330139,0.44061002135276794,837.0,0.16813981518682203
Mri1,0.2529909312725067,0.320881724357605,2640.0,0.5303334672559261
Ccdc130,0.024296943098306656,0.11034851521253586,4684.0,0.9409401366010446
Cacna1a,0.00585178704932332,0.05022169277071953,4892.0,0.98272398553636
Ier2,0.6820824146270752,0.4906560480594635,1024.0,0.20570510245078344
Nacc1,0.07423058152198792,0.18759924173355103,4092.0,0.8220168742466855
Trmt1,0.0927371010184288,0.19953741133213043,3870.0,0.7774206508638007
Nfix,5.1939150580437854e-05,0.003664563875645399,4977.0,0.9997991161108879
G430095P16Rik,0.00028558229678310454,0.011789725162088871,4975.0,0.9993973483326637
Dand5,0.005415935069322586,0.0565156489610672,4912.0,0.9867416633186018
Gadd45gip1,0.3533500134944916,0.3631308972835541,2121.0,0.4260747288067497
Rad23a,0.2660274803638458,0.3210514187812805,2551.0,0.5124548011249498
Calr,0.8491508364677429,0.5259828567504883,907.0,0.18220168742466855
1700122E12Rik,0.0018395927036181092,0.027521755546331406,4950.0,0.9943752511048614
Farsa,0.16100357472896576,0.25805604457855225,3264.0,0.6556850140618722
Syce2,0.1255025863647461,0.23661692440509796,3602.0,0.7235837685817598
Gcdh,0.041673410683870316,0.13719722628593445,4439.0,0.8917235837685817
Klf1,0.0007463070214726031,0.017280245199799538,4968.0,0.9979911611088791
Dnase2a,0.03261977806687355,0.1310826539993286,4577.0,0.9194455604660506
Mast1,0.00043939490569755435,0.012170935049653053,4971.0,0.9985938127762154
Rnaseh2a,0.1412205845117569,0.24394813179969788,3425.0,0.6880273202089192
Prdx2,0.7040916085243225,0.4489175081253052,985.0,0.1978706307754118
Junb,1.2849926948547363,0.7533612251281738,499.0,0.10024106066693451
Hook2,0.018113693222403526,0.08883386105298996,4713.0,0.9467657693852953
Asna1,0.2360253781080246,0.299502968788147,2667.0,0.5357573322619525
Trir,0.645785391330719,0.43172499537467957,1067.0,0.21434310968260345
Tnpo2,0.024803651496767998,0.10340659320354462,4633.0,0.9306950582563278
Fbxw9,0.01642792485654354,0.08497048169374466,4754.0,0.9550020088388911
Dhps,0.15887479484081268,0.25855502486228943,3271.0,0.6570912012856569
Wdr83,0.07502548396587372,0.18521156907081604,4076.0,0.8188027320208919
Wdr83os,0.5184518694877625,0.41501086950302124,1413.0,0.2838489353153877
Man2b1,0.2800934314727783,0.33871546387672424,2493.0,0.5008035355564484
Zfp791,0.00027523355674929917,0.008486725389957428,4972.0,0.9987946966653274
Gm42031,0.049273472279310226,0.14806081354618073,4366.0,0.8770590598633989
Vps35,0.1519940346479416,0.24687230587005615,3309.0,0.6647247890719165
Orc6,0.30919378995895386,0.36538630723953247,2502.0,0.5026114905584572
4921524J17Rik,0.14111971855163574,0.2584734857082367,3508.0,0.7047006830052229
Gpt2,0.0037875843700021505,0.036406759172677994,4914.0,0.987143431096826
Dnaja2,0.46420204639434814,0.4012584686279297,1651.0,0.33165930092406587
Neto2,0.0109479995444417,0.06763619184494019,4814.0,0.9670550421856167
Itfg1,0.14741583168506622,0.2533104121685028,3384.0,0.6797910807553235
Gm39214,0.00032045008265413344,0.014533606357872486,4975.0,0.9993973483326637
Phkb,0.02189335599541664,0.10237807780504227,4691.0,0.9423463238248293
Hm629797,4.3545929656829685e-05,0.003072380553930998,4977.0,0.9997991161108879
Lonp2,0.17927701771259308,0.28499123454093933,3203.0,0.6434310968260345
Siah1a,0.020574280992150307,0.09945804625749588,4715.0,0.9471675371635195
Gm10638,0.0002320699131814763,0.00833971332758665,4974.0,0.9991964644435516
N4bp1,0.07309515029191971,0.19504891335964203,4159.0,0.8354760948171956
Cnep1r1,0.0970458909869194,0.20726916193962097,3837.0,0.7707914825231017
Heatr3,0.059943728148937225,0.16218265891075134,4229.0,0.8495379670550421
Tent4b,0.04847394675016403,0.15694314241409302,4394.0,0.8826838087585376
Adcy7,0.0804704800248146,0.20322774350643158,4096.0,0.8228204098031338
Brd7,0.1548723578453064,0.25473740696907043,3306.0,0.6641221374045801
Nkd1,0.0002920573460869491,0.009301280602812767,4973.0,0.9989955805544395
Snx20,0.130457803606987,0.24706463515758514,3605.0,0.7241864202490961
Nod2,0.0008428242290392518,0.02255786955356598,4970.0,0.9983929288871033
Cyld,0.2172357439994812,0.3020307421684265,2871.0,0.5767376456408196
Chd9,0.11743851006031036,0.24217210710048676,3732.0,0.7496986741663318
Rbl2,0.3220929205417633,0.3704072833061218,2328.0,0.46765769385295297
Aktip,0.03017856739461422,0.12217965722084045,4607.0,0.9254720771394134
Gm45464,0.007208473514765501,0.05973868444561958,4887.0,0.9817195660907995
Rpgrip1l,0.013507133349776268,0.08360347151756287,4801.0,0.9644435516271596
Fto,0.03759314864873886,0.13275644183158875,4483.0,0.9005624748895139
4831440D22Rik,5.137549669598229e-05,0.0036247954703867435,4977.0,0.9997991161108879
Crnde,0.0028134107124060392,0.036075010895729065,4940.0,0.9923664122137404
Lpcat2,0.00020152385695837438,0.012192894704639912,4976.0,0.9995982322217758
Gnao1,0.0006741549004800618,0.01545627973973751,4967.0,0.997790277219767
Amfr,0.14995722472667694,0.2526932656764984,3374.0,0.6777822418642024
Nudt21,0.6669122576713562,0.4367063641548157,1079.0,0.21675371635194857
Ogfod1,0.026319019496440887,0.11288288980722427,4639.0,0.9319003615910004
Bbs2,0.005734479520469904,0.050029005855321884,4896.0,0.9835275210928084
Mt3,0.23742224276065826,0.3538030683994293,3027.0,0.6080755323423062
Gm45774,0.00045143498573452234,0.014503400772809982,4972.0,0.9987946966653274
Mt2,0.4214818775653839,0.5066458582878113,2392.0,0.48051426275612696
Mt1,1.1442580223083496,0.8444625735282898,1052.0,0.21132985134592205
Gm39228,0.0002987337647937238,0.009658562019467354,4973.0,0.9989955805544395
Nup93,0.09431247413158417,0.1944023072719574,3826.0,0.7685817597428686
C78859,0.00030997447902336717,0.008627266623079777,4971.0,0.9985938127762154
Slc12a3,0.00036785934935323894,0.012713097967207432,4973.0,0.9989955805544395
Herpud1,0.16160948574543,0.27464044094085693,3364.0,0.6757734029730815
9330175E14Rik,0.043515805155038834,0.14964859187602997,4478.0,0.8995580554439534
Nlrc5,0.12611423432826996,0.2583196461200714,3693.0,0.7418642024909602
Cpne2,0.017354996874928474,0.087890625,4740.0,0.9521896343913219
Fam192a,0.10302967578172684,0.21422933042049408,3789.0,0.7611490558457211
Rspry1,0.06250175088644028,0.17253750562667847,4224.0,0.8485335476094817
Arl2bp,0.2163294404745102,0.3046812117099762,2900.0,0.5825632784250703
Gm45767,0.0008052364573813975,0.023448660969734192,4968.0,0.9979911611088791
Cx3cl1,0.00010434062278363854,0.005229107104241848,4976.0,0.9995982322217758
Ciapin1,0.48046761751174927,0.40101519227027893,1557.0,0.31277621534752914
Coq9,0.09119938313961029,0.20119372010231018,3889.0,0.7812374447569305
Polr2c,0.3520774841308594,0.3594140112400055,2126.0,0.4270791482523102
Dok4,0.0041704257018864155,0.04659607633948326,4929.0,0.9901566894335074
Ccdc102a,0.031192293390631676,0.12324155122041702,4582.0,0.920449979911611
Adgrg5,0.02853502333164215,0.12407790869474411,4674.0,0.9389312977099237
Adgrg1,0.058135826140642166,0.17818109691143036,4371.0,0.8780634793089594
Adgrg3,0.004172481130808592,0.046674225479364395,4925.0,0.989353153877059
Katnb1,0.07373993843793869,0.1832113415002823,4093.0,0.8222177581357976
Kifc3,0.0007744288886897266,0.02184957079589367,4971.0,0.9985938127762154
Zfp319,0.01941584423184395,0.10231869667768478,4750.0,0.9541984732824428
Usb1,0.08457572013139725,0.19884224236011505,3980.0,0.799517878666131
Cfap20,0.18404343724250793,0.2787836492061615,3096.0,0.6219365206910406
Csnk2a2,0.23234184086322784,0.3049105107784271,2746.0,0.551627159501808
Gins3,0.06349404156208038,0.16057088971138,4142.0,0.8320610687022901
Ndrg4,0.0033958929125219584,0.04123576357960701,4932.0,0.9907593411008437
Setd6,0.05324708670377731,0.15068231523036957,4286.0,0.8609883487344315
Cnot1,0.1383601576089859,0.2486366629600525,3482.0,0.6994777018883086
4930513N10Rik,0.0032255875412374735,0.03496905043721199,4927.0,0.9897549216552832
Sap18b,0.02201772853732109,0.09783987700939178,4669.0,0.9379268782643632
Slc38a7,0.010244502685964108,0.07222616672515869,4845.0,0.9732824427480916
Got2,0.3623802065849304,0.3632718026638031,2066.0,0.41502611490558455
Cdh11,0.00027377009973861277,0.009949258528649807,4974.0,0.9991964644435516
Tk2,0.017780818045139313,0.09524350613355637,4764.0,0.9570108477300121
Cklf,0.17426720261573792,0.2717426121234894,3176.0,0.6380072318200081
Cmtm3,0.03104836493730545,0.1291326880455017,4614.0,0.9268782643631981
Cmtm4,0.05635443702340126,0.15801964700222015,4270.0,0.857774206508638
Dync1li2,0.07312233000993729,0.18763986229896545,4121.0,0.8278425070309361
K230015D01Rik,0.0017117400420829654,0.030780797824263573,4958.0,0.9959823222177582
Nae1,0.13889431953430176,0.23683243989944458,3422.0,0.687424668541583
Car7,0.0018098123837262392,0.029375744983553886,4956.0,0.995580554439534
Pdp2,0.01937495544552803,0.09924233704805374,4728.0,0.9497790277219766
Rrad,0.14012344181537628,0.2829535901546478,3660.0,0.7352350341502611
Gm33023,0.00026110734324902296,0.014112623408436775,4976.0,0.9995982322217758
Ciao2b,0.4036273956298828,0.3758014440536499,1850.0,0.37163519485737245
Cbfb,0.2343602180480957,0.31103119254112244,2763.0,0.5550421856167136
D230025D16Rik,0.04016698896884918,0.1413610577583313,4493.0,0.9025713137806348
B3gnt9,0.00378941441886127,0.04375826194882393,4929.0,0.9901566894335074
Tradd,0.11038807779550552,0.22041529417037964,3700.0,0.7432703897147449
Fbxl8,0.032536692917346954,0.12801353633403778,4583.0,0.9206508638007231
Hsf4,0.004385943058878183,0.043626025319099426,4920.0,0.9883487344314986
Nol3,0.00030542517197318375,0.00915486365556717,4972.0,0.9987946966653274
4931428F04Rik,0.006841101683676243,0.06458066403865814,4897.0,0.9837284049819205
Gm20163,0.0005987680051475763,0.015433790162205696,4970.0,0.9983929288871033
Exoc3l,0.015443990007042885,0.08643805980682373,4777.0,0.9596223382884692
E2f4,0.390886515378952,0.36873599886894226,1911.0,0.38388911209321014
Elmo3,0.0019329844508320093,0.030812254175543785,4953.0,0.9949779027721977
Lrrc29,0.0028219008818268776,0.03679916635155678,4944.0,0.9931699477701889
Tmem208,0.2413841187953949,0.31228429079055786,2688.0,0.5399758939333066
Fhod1,0.020780205726623535,0.10349860042333603,4726.0,0.9493772599437525
Slc9a5,0.0034618733916431665,0.03989507630467415,4929.0,0.9901566894335074
Tppp3,0.0005637069698423147,0.015581964515149593,4971.0,0.9985938127762154
Zdhhc1,0.0024349938612431288,0.03350449725985527,4947.0,0.9937725994375252
Hsd11b2,0.0011190902441740036,0.029056144878268242,4968.0,0.9979911611088791
Atp6v0d1,0.23137162625789642,0.3112647533416748,2767.0,0.5558457211731619
Gm38250,0.0018167855450883508,0.03156254068017006,4955.0,0.9953796705504219
Agrp,0.001285627018660307,0.026579534634947777,4964.0,0.9971876255524307
Ripor1,0.02575742080807686,0.1117650642991066,4647.0,0.9335074327038971
Gm5914,0.020206551998853683,0.10675681382417679,4745.0,0.9531940538368823
Ctcf,0.32355087995529175,0.35912442207336426,2297.0,0.4614302932904781
Carmil2,0.048056986182928085,0.14875951409339905,4371.0,0.8780634793089594
Acd,0.17457929253578186,0.27406907081604004,3166.0,0.6359983929288872
Pard6a,0.04709950089454651,0.15328554809093475,4410.0,0.8858979509843311
Enkd1,0.03204862028360367,0.11445938050746918,4522.0,0.9083969465648855
Gfod2,0.004337701480835676,0.04292116314172745,4916.0,0.9875451988750502
Ranbp10,0.06214755028486252,0.17755557596683502,4249.0,0.8535556448372841
Cenpt,0.05119901895523071,0.14744961261749268,4310.0,0.8658095620731218
Thap11,0.06166720390319824,0.16644740104675293,4213.0,0.8463238248292487
4930578M07Rik,0.0010646709706634283,0.02744661644101143,4968.0,0.9979911611088791
Nutf2,0.5397146940231323,0.43073517084121704,1515.0,0.30433909200482123
Edc4,0.06352222710847855,0.168338805437088,4193.0,0.8423061470470068
Pskh1,0.02572610042989254,0.1192353367805481,4679.0,0.9399357171554842
